,description,full_name,id,language,name,open_issues_count,stargazers_count,test_coverage
452,"x86 virtualization in JavaScript, running in your browser and NodeJS",copy/v86,14158237,JavaScript,v86,52,8832,
453,"Validate your forms, frontend, without writing a single line of javascript",guillaumepotier/Parsley.js,7191565,JavaScript,Parsley.js,61,8824,
454,"A draggable and resizable grid layout with responsive breakpoints, for React.",STRML/react-grid-layout,28538501,JavaScript,react-grid-layout,352,8813,
455,Standard Library,zloirock/core-js,11481338,JavaScript,core-js,28,8784,
456,🍞📝 Markdown WYSIWYG Editor. GFM Standard + Chart & UML Extensible.,nhn/tui.editor,39759882,JavaScript,tui.editor,97,8756,
457,a 2D rigid body physics engine for the web ▲● ■,liabru/matter-js,16986405,JavaScript,matter-js,168,8749,
458,"Kue is a priority job queue backed by redis, built for node.js.",Automattic/kue,1963063,JavaScript,kue,286,8746,
459,"Highcharts JS, the JavaScript charting framework",highcharts/highcharts,715547,JavaScript,highcharts,1274,8746,
460,微信小程序商城，微信小程序微店,EastWorld/wechat-app-mall,86683265,JavaScript,wechat-app-mall,0,8740,
461,modest natural-language processing in javascript,spencermountain/compromise,1999522,JavaScript,compromise,62,8721,
462,MJML: the only framework that makes responsive-email easy,mjmlio/mjml,50586840,JavaScript,mjml,49,8717,
463,Free and Open source Web Builder Framework. Next generation tool for building templates without coding,artf/grapesjs,50146229,JavaScript,grapesjs,65,8702,
464,Micro check library,arasatasaygin/is.js,28693376,JavaScript,is.js,27,8697,
465,general natural language facilities for node,NaturalNode/natural,1714160,JavaScript,natural,75,8693,
466,TimelineJS: A Storytelling Timeline built in JavaScript. ,NUKnightLab/TimelineJS,3633690,JavaScript,TimelineJS,197,8687,
467,Web rendering surface for Node applications,GoogleChromeLabs/carlo,155095613,JavaScript,carlo,46,8669,
468,An extensive math library for JavaScript and Node.js,josdejong/mathjs,8224923,JavaScript,mathjs,209,8653,
469,"No longer maintained, superseded by JS Cookie:",carhartl/jquery-cookie,268027,JavaScript,jquery-cookie,0,8633,
470,🕷Super-agent driven library for testing node.js HTTP servers using a fluent API.,visionmedia/supertest,4813464,JavaScript,supertest,63,8611,97.2972972972973
471,"Generate polished résumés and CVs in HTML, Markdown, LaTeX, MS Word, PDF, plain text, JSON, XML, YAML, smoke signal, and carrier pigeon.",hacksalot/HackMyResume,43076202,JavaScript,HackMyResume,52,8589,
472,🏩 A simple process manager for developers. Start apps from your browser and access them using local domains,typicode/hotel,36353527,JavaScript,hotel,100,8583,
473,A JavaScript library dedicated to graph drawing,jacomyal/sigma.js,3687489,JavaScript,sigma.js,479,8571,
474,An in-browser IDE for exploring GraphQL.,graphql/graphiql,40518025,JavaScript,graphiql,143,8550,
475,Super simple WYSIWYG editor,summernote/summernote,9709563,JavaScript,summernote,698,8541,78.6764705882353
476,expose yourself,localtunnel/localtunnel,4696595,JavaScript,localtunnel,35,8531,
477,Remove unused styles from CSS,uncss/uncss,9526392,JavaScript,uncss,24,8491,97.4082073434125
478,"Lightweight fuzzy-search, in JavaScript",krisk/Fuse,4467228,JavaScript,Fuse,122,8477,
479,A high-level terminal interface library for node.js.,chjj/blessed,7855340,JavaScript,blessed,218,8456,
480,Not Just A Notepad! (golang + mongodb) http://leanote.org,leanote/leanote,19448700,JavaScript,leanote,455,8455,
481,Asynchronous HTTP microservices,zeit/micro,50224698,JavaScript,micro,3,8455,
482,A set of React components implementing Google's Material Design specification with the power of CSS Modules,react-toolbox/react-toolbox,36376183,JavaScript,react-toolbox,249,8452,
483,a simple zero-configuration command-line http server,indexzero/http-server,1908577,JavaScript,http-server,143,8452,
484,Connect is a middleware layer for Node.js,senchalabs/connect,687836,JavaScript,connect,2,8431,100.0
485,使用 Vue.js 开发跨平台应用的前端框架,dcloudio/uni-app,140687430,JavaScript,uni-app,160,8425,
486,:bar_chart: A D3-based reusable chart library,c3js/c3,11496279,JavaScript,c3,758,8402,
487,"Concise, consistent, and legible badges in SVG and raster format",badges/shields,7910045,JavaScript,shields,186,8382,92.8061098792806
488,The easiest way to use git. On any platform. Anywhere.,FredrikNoren/ungit,10154151,JavaScript,ungit,196,8368,
489,🏰 An exciting game of programming and Artificial Intelligence,olistic/warriorjs,34798315,JavaScript,warriorjs,23,8350,
490,persist and rehydrate a redux store,rt2zz/redux-persist,39546089,JavaScript,redux-persist,302,8349,
491,Laverna is a JavaScript note taking application with Markdown editor and encryption support. Consider it like open source alternative to Evernote.,Laverna/laverna,16096681,JavaScript,laverna,442,8344,29.0030211480363
492,A JavaScript Typing Animation Library,mattboldt/typed.js,10290605,JavaScript,typed.js,48,8328,
493,⏱ A library for working with dates and times in JS,moment/luxon,47118129,JavaScript,luxon,25,8327,96.2312477131357
494,":rocket: The jQuery plugin that brings select elements into the 21st century with intuitive multiselection, searching, and much more.",snapappointments/bootstrap-select,5972219,JavaScript,bootstrap-select,384,8314,
495,:baby_chick:Nodeclub 是使用 Node.js 和 MongoDB 开发的社区系统,cnodejs/nodeclub,3447593,JavaScript,nodeclub,165,8309,
496,The first declarative React Native router,aksonov/react-native-router-flux,41359055,JavaScript,react-native-router-flux,117,8307,
497,Webpack plugin and CLI utility that represents bundle content as convenient interactive zoomable treemap,webpack-contrib/webpack-bundle-analyzer,71966177,JavaScript,webpack-bundle-analyzer,30,8297,
498,"Make use of your favicon with badges, images or videos",ejci/favico.js,12708085,JavaScript,favico.js,50,8295,
499,High performance JavaScript templating engine,aui/art-template,4534540,JavaScript,art-template,54,8288,79.9509503372164
500,"New generation CMS on top of React, Redux and GraphQL",relax/relax,41673581,JavaScript,relax,81,8282,
501,React UI Components for macOS High Sierra and Windows 10,gabrielbull/react-desktop,44218803,JavaScript,react-desktop,29,8278,
502,[DEPRECATED] Please see https://github.com/brave/brave-browser for the current version of Brave,brave/browser-laptop,46891997,JavaScript,browser-laptop,298,8255,
503,:snowflake: a short introduction to node.js,maxogden/art-of-node,8936633,JavaScript,art-of-node,13,8249,
504,"A frontend Framework for building admin applications running in the browser on top of REST/GraphQL APIs, using ES6, React and Material Design",marmelab/react-admin,63226588,JavaScript,react-admin,129,8239,
505,👩‍🎤 CSS-in-JS library designed for high performance style composition,emotion-js/emotion,92570536,JavaScript,emotion,204,8226,
506,E2E test framework for Angular apps,angular/protractor,7639232,JavaScript,protractor,507,8225,
507,JupyterLab computational environment.,jupyterlab/jupyterlab,60374819,JavaScript,jupyterlab,1045,8222,
508,a collection of simple demos of Webpack,ruanyf/webpack-demos,40693501,JavaScript,webpack-demos,0,8213,
509,A HTML5/JavaScript multiplayer game experiment,mozilla/BrowserQuest,2491285,JavaScript,BrowserQuest,5,8211,
510,A Web Audio framework for making interactive music in the browser.,Tonejs/Tone.js,17618901,JavaScript,Tone.js,24,8209,98.8804478208717
511," A positioning engine to make overlays, tooltips and dropdowns better #hubspot-open-source",HubSpot/tether,13597334,JavaScript,tether,102,8200,
512,A bitcoin trading bot written in node - https://gekko.wizb.it/,askmike/gekko,10020773,JavaScript,gekko,33,8188,
513,JSHint is a tool that helps to detect errors and potential problems in your JavaScript code,jshint/jshint,1272666,JavaScript,jshint,417,8179,100.0
514,Monkey testing library for web apps and Node.js,marmelab/gremlins.js,13737149,JavaScript,gremlins.js,39,8161,
515,"An image processing library written entirely in JavaScript for Node, with zero external or native dependencies.",oliver-moran/jimp,24008065,JavaScript,jimp,98,8157,
516,AngularJS service to handle Rest API Restful Resources properly and easily,mgonto/restangular,9210604,JavaScript,restangular,262,8131,85.2387843704776
517,JavaScript parser / mangler / compressor / beautifier library for NodeJS,mishoo/UglifyJS,839076,JavaScript,UglifyJS,151,8117,
518,HTTP server mocking and expectations library for Node.js,nock/nock,2436267,JavaScript,nock,58,8096,97.8778692074491
519,[UNMAINTAINED] Simple feed-forward neural network in JavaScript,harthur/brain,658594,JavaScript,brain,20,8081,
520,Vue drag-and-drop component based on Sortable.js,SortableJS/Vue.Draggable,62104779,JavaScript,Vue.Draggable,23,8061,
521,Ethereum JavaScript API,ethereum/web3.js,24655114,JavaScript,web3.js,151,8060,95.6817409044543
522,🌲 Evergreen React UI Framework by Segment,segmentio/evergreen,98789146,JavaScript,evergreen,67,8060,
523,"Responsive, sortable, filterable and draggable grid layouts",haltu/muuri,48356217,JavaScript,muuri,41,8049,
524,Lightweight Angular directive to upload files with optional FileAPI shim for cross browser support,danialfarid/ng-file-upload,11621778,JavaScript,ng-file-upload,316,8030,
525,"Multiple file upload plugin with image previews, drag and drop, progress bars. S3 and Azure support, image scaling, form support, chunking, resume, pause, and tons of other features.",FineUploader/fine-uploader,728994,JavaScript,fine-uploader,123,8024,
526,"An open IDE for web and native mobile development, built on top of Atom ",facebookarchive/nuclide,31524768,JavaScript,nuclide,395,8014,
527,Command-line tool and terminal JSON viewer 🔥,antonmedv/fx,118945118,JavaScript,fx,9,8014,
528,⚠️ This project is not maintained anymore! Please got to https://github.com/visjs,almende/vis,9467421,JavaScript,vis,820,7995,
529,Mongo DB Native NodeJS Driver,mongodb/node-mongodb-native,462292,JavaScript,node-mongodb-native,24,7992,28.353591160221
530,A tool for developing smart contracts. Crafted with the finest cacaos.,trufflesuite/truffle,38267641,JavaScript,truffle,176,7973,70.0805729632945
531,"uBlock: a fast, lightweight, and lean blocker for Chrome, Firefox, and Safari.",uBlock-LLC/uBlock,21108956,JavaScript,uBlock,368,7972,
532,":camera: JavaScript is all like ""You images done yet or what?""",desandro/imagesloaded,2269353,JavaScript,imagesloaded,26,7954,
533,Traceur is a JavaScript.next-to-JavaScript-of-today compiler,google/traceur-compiler,9060347,JavaScript,traceur-compiler,296,7945,
534,"Yet another JS code coverage tool that computes statement, line, function and branch coverage with module loader hooks to transparently add coverage when running tests. Supports all JS coverage use cases including unit tests, server side functional tests and browser tests. Built for scale.",gotwarlost/istanbul,5775917,JavaScript,istanbul,382,7945,97.5232198142415
535,A visual tool for wiring the Internet of Things,node-red/node-red,12618379,JavaScript,node-red,181,7944,76.7157683294275
536,The world's most versatile desktop notifications framework :earth_americas:,Nickersoft/push.js,39357088,JavaScript,push.js,21,7942,87.9518072289157
537,Modern & flexible browser fingerprinting library,Valve/fingerprintjs2,30638861,JavaScript,fingerprintjs2,65,7936,
538,Ruthlessly simple bindings to keep react-router and redux in sync,reactjs/react-router-redux,45632603,JavaScript,react-router-redux,1,7931,
539,JSON in JavaScript,douglascrockford/JSON-js,1092277,JavaScript,JSON-js,3,7917,
540,A list of semi to fully remote-friendly companies in tech.,remoteintech/remote-jobs,44150497,JavaScript,remote-jobs,19,7895,
541,基于 node.js + Mongodb 构建的后台系统,bailicangdu/node-elm,85816528,JavaScript,node-elm,22,7889,
542,Vanilla JavaScript plugin for lazyloading images ,tuupola/lazyload,71972,JavaScript,lazyload,107,7884,
543,A modern approach for Computer Vision on the web,eduardolundgren/tracking.js,4697273,JavaScript,tracking.js,207,7880,
544,ChakraCore is the core part of the Chakra JavaScript engine that powers Microsoft Edge,microsoft/ChakraCore,49086513,JavaScript,ChakraCore,366,7872,
545,Simple React Bootstrap 4 components,reactstrap/reactstrap,52071471,JavaScript,reactstrap,235,7844,95.5292570677186
546,The best Swiper component for React Native.,leecade/react-native-swiper,34268496,JavaScript,react-native-swiper,580,7834,
547,"Simple, private file sharing from the makers of Firefox",mozilla/send,92104803,JavaScript,send,94,7826,
548,Etherpad: Really real-time collaborative document editing,ether/etherpad-lite,1529160,JavaScript,etherpad-lite,329,7824,
549,List of functions which you can use to replace moment.js + ESLint Plugin,you-dont-need/You-Dont-Need-Momentjs,147943107,JavaScript,You-Dont-Need-Momentjs,14,7820,100.0
550,A Module Loader for the Web,seajs/seajs,1205958,JavaScript,seajs,151,7811,
551,📦 Workbox: JavaScript libraries for Progressive Web Apps,GoogleChrome/workbox,55424670,JavaScript,workbox,124,7799,80.7943416757345
552,"Joplin - a note taking and to-do application with synchronization capabilities for Windows, macOS, Linux, Android and iOS. Forum: https://discourse.joplinapp.org/",laurent22/joplin,79162682,JavaScript,joplin,385,7797,
553,Extract & Inline Critical-path CSS in HTML pages,addyosmani/critical,21299916,JavaScript,critical,50,7793,89.5585738539898
554,🦄 Record your terminal and generate animated gif images or share a web player,faressoft/terminalizer,141910081,JavaScript,terminalizer,15,7793,
555,A beautiful cross platform Desktop Player for Google Play Music,MarshallOfSound/Google-Play-Music-Desktop-Player-UNOFFICIAL-,40008106,JavaScript,Google-Play-Music-Desktop-Player-UNOFFICIAL-,132,7792,
556,wangEditor —— 轻量级web富文本框,wangfupeng1988/wangEditor,26262860,JavaScript,wangEditor,397,7779,
557,ReactJS based Presentation Library,FormidableLabs/spectacle,38331796,JavaScript,spectacle,52,7751,
558,jQuery plugin to fire events when user's cursor aims at particular dropdown menu items. For making responsive mega dropdowns like Amazon's.,kamens/jQuery-menu-aim,8530831,JavaScript,jQuery-menu-aim,67,7743,
559,A touch slideout navigation menu for your mobile web apps.,Mango/slideout,30165704,JavaScript,slideout,66,7739,69.8795180722892
560,"Record, Replay, and Stub HTTP Interactions.",Netflix/pollyjs,135633158,JavaScript,pollyjs,12,7711,
561,A tiny JavaScript debugging utility modelled after Node.js core's debugging technique. Works in Node.js and web browsers,visionmedia/debug,2871998,JavaScript,debug,27,7704,87.6923076923077
562,🍰 万物皆可 RSS,DIYgod/RSSHub,127769231,JavaScript,RSSHub,91,7696,
563,A web based mission control framework. ,nasa/openmct,36753839,JavaScript,openmct,319,7681,
564,Web Font Loader gives you added control when using linked fonts via @font-face.,typekit/webfontloader,620636,JavaScript,webfontloader,78,7678,
565,The Grammar of Graphics in JavaScript,antvis/g2,59737212,JavaScript,g2,228,7662,
566,"💻 Medis is a beautiful, easy-to-use Mac database management application for Redis.",luin/medis,44111975,JavaScript,medis,74,7661,
567,System monitoring dashboard for terminal,aksakalli/gtop,99822164,JavaScript,gtop,30,7660,
568,Guide your users through a tour of your app,shipshapecode/shepherd,15246993,JavaScript,shepherd,6,7655,
569,Free cross-platform password manager compatible with KeePass,keeweb/keeweb,44455683,JavaScript,keeweb,214,7653,
570,Cross-platform Linux commands in ES6,dthree/cash,52287768,JavaScript,cash,38,7650,97.9372197309417
571,Simplifies creation of HTML files to serve your webpack bundles,jantimon/html-webpack-plugin,22744595,JavaScript,html-webpack-plugin,66,7646,
572,Self hosted streaming media server.,streamaserver/streama,39890823,JavaScript,streama,196,7642,
573,The top Internet companies android interview questions and answers,JackyAndroid/AndroidInterview-Q-A,63571529,JavaScript,AndroidInterview-Q-A,1,7631,
574,"The mobile-friendly, responsive, and lightweight jQuery date & time input picker.",amsul/pickadate.js,6714787,JavaScript,pickadate.js,283,7619,25.8847320525784
575,The open source embeddable online markdown editor (component).,pandao/editor.md,30136107,JavaScript,editor.md,321,7612,
576,Highly configurable logging utility,klaussinani/signale,128658421,JavaScript,signale,22,7580,
577,Easily share code between projects with your team.,teambit/bit,79723839,JavaScript,bit,84,7579,
578,🐐 Simple and complete React DOM testing utilities that encourage good testing practices.,testing-library/react-testing-library,125863507,JavaScript,react-testing-library,5,7560,
579,A simple jQuery image cropping plugin.,fengyuanchen/cropper,16977232,JavaScript,cropper,14,7550,
580,Generate RFC-compliant UUIDs in JavaScript,kelektiv/node-uuid,1203139,JavaScript,node-uuid,6,7528,
581,Fast and powerful CSV (delimited text) parser that gracefully handles large files and malformed input,mholt/PapaParse,13395052,JavaScript,PapaParse,76,7528,
582,"🌋 A toolkit to quickly build apps with React, GraphQL & Meteor",VulcanJS/Vulcan,5710848,JavaScript,Vulcan,181,7514,
583,"Markdown parser, done right. 100% CommonMark support, extensions, syntax plugins & high speed",markdown-it/markdown-it,28249537,JavaScript,markdown-it,10,7503,99.9058380414313
584,:floppy_disk: Share & live sync files anywhere via command line,datproject/dat,10985948,JavaScript,dat,149,7498,
585,丰富多样的 Web 弹出层组件，可轻松实现 Alert/Confirm/Prompt/ 普通提示/页面区块/iframe/tips等等几乎所有的弹出交互。目前已成为最多人使用的弹层解决方案,sentsin/layer,19919669,JavaScript,layer,20,7486,
586,"Mobile app development framework and SDK using HTML5 and JavaScript. Create beautiful and performant cross-platform mobile apps. Based on Web Components, and provides bindings for Angular 1, 2, React and Vue.js.",OnsenUI/OnsenUI,12755139,JavaScript,OnsenUI,96,7481,85.6417693981146
587,Reduce misspelled email addresses in your web apps.,mailcheck/mailcheck,3693021,JavaScript,mailcheck,35,7478,
588,A javascript library for formatting and manipulating numbers.,adamwdraper/Numeral-js,6036101,JavaScript,Numeral-js,245,7473,
589,RESTful web API Documentation Generator.,apidoc/apidoc,9568416,JavaScript,apidoc,223,7459,
590,Super-smooth CSS3 transformations and transitions for jQuery,rstacruz/jquery.transit,2762270,JavaScript,jquery.transit,141,7455,
591,Grabs the dominant color or a representative color palette from an image. Uses javascript and canvas.,lokesh/color-thief,2688455,JavaScript,color-thief,75,7450,
592,DataLoader is a generic utility to be used as part of your application's data fetching layer to provide a consistent API over various backends and reduce requests to those backends via batching and caching.,graphql/dataloader,42237038,JavaScript,dataloader,40,7445,
593,PostgreSQL client for node.js.,brianc/node-postgres,991475,JavaScript,node-postgres,197,7428,
594,Execute one command (or mount one Node.js middleware) and get an instant high-performance GraphQL API for your PostgreSQL database!,graphile/postgraphile,56271158,JavaScript,postgraphile,31,7408,
595,A visualization grammar.,vega/vega,7994556,JavaScript,vega,246,7401,
596,♠️ MDX-based presentation decks,jxnblk/mdx-deck,142714512,JavaScript,mdx-deck,44,7396,
597,⚛️ 🚀 A progressive static site generator for React.,nozzle/react-static,102987907,JavaScript,react-static,46,7390,
598,Open Source Game Engine for Turn-Based Games,nicolodavis/boardgame.io,111614342,JavaScript,boardgame.io,45,7368,100.0
599,:european_castle: All the things you didn't know you wanted to know about data structures,jamiebuilds/itsy-bitsy-data-structures,63912742,JavaScript,itsy-bitsy-data-structures,12,7368,
600,Minimalistic but perfect custom scrollbar plugin,mdbootstrap/perfect-scrollbar,6561551,JavaScript,perfect-scrollbar,106,7366,
601,An online code editor tailored for web application development 🏖️,codesandbox/codesandbox-client,77455983,JavaScript,codesandbox-client,376,7366,
602,✨ Create server-rendered universal JavaScript applications with no configuration,jaredpalmer/razzle,51462299,JavaScript,razzle,134,7363,
603,"🤖 The ultimate open-source conversational platform with built-in natural language processing (NLU), easy-to-use graphical interface and dialog manager ⚡",botpress/botpress,73964895,JavaScript,botpress,119,7346,
604,A Hyperminimal UI Theme for Sublime Text,kkga/spacegray,15283709,JavaScript,spacegray,48,7330,
605,"A proposal for bundling reducers, action types and actions when using Redux",erikras/ducks-modular-redux,41676006,JavaScript,ducks-modular-redux,31,7329,
606,:package::rocket: Fully automated version management and package publishing,semantic-release/semantic-release,24063576,JavaScript,semantic-release,33,7325,84.0425531914894
607,Realtime application framework (client),socketio/socket.io-client,557977,JavaScript,socket.io-client,174,7325,
608,"The Easel Javascript library provides a full, hierarchical display list, a core interaction model, and helper classes to make working with the HTML5 Canvas element much easier.",CreateJS/EaselJS,1280658,JavaScript,EaselJS,195,7315,
609,CasperJS is no longer actively maintained. Navigation scripting and testing utility for PhantomJS and SlimerJS,casperjs/casperjs,2328523,JavaScript,casperjs,0,7307,
610,🍞📅A JavaScript calendar that has everything you need.,nhn/tui.calendar,103071620,JavaScript,tui.calendar,70,7271,
611,[DEPRECATED] Mist. Browse and use Ðapps on the Ethereum network.,ethereum/mist,37201011,JavaScript,mist,773,7268,
612,"An extremely simple, pluggable static site generator.",segmentio/metalsmith,16501535,JavaScript,metalsmith,54,7267,96.875
613,A collection of composable React components for building interactive data visualizations,FormidableLabs/victory,38460192,JavaScript,victory,127,7229,
614,"Test spies, stubs and mocks for JavaScript.",sinonjs/sinon,747698,JavaScript,sinon,43,7227,94.185598767809
615,Create amazing 360 and VR content using React,facebook/react-360,76289797,JavaScript,react-360,204,7221,
616,OpenZeppelin is a library for secure smart contract development,OpenZeppelin/openzeppelin-solidity,64700934,JavaScript,openzeppelin-solidity,91,7216,100.0
617,Cross-browser QRCode generator for javascript,davidshimjs/qrcodejs,7323572,JavaScript,qrcodejs,155,7214,
618,"A tiny (141 bytes), secure, URL-friendly, unique string ID generator for JavaScript",ai/nanoid,99401299,JavaScript,nanoid,3,7205,
619,A Markdown parser for javascript,evilstreak/markdown-js,441854,JavaScript,markdown-js,103,7193,
620,"WebRTC, WebRTC and WebRTC. Everything here is all about WebRTC!!",muaz-khan/WebRTC-Experiment,6683352,JavaScript,WebRTC-Experiment,459,7172,
621,The Backbone Framework,marionettejs/backbone.marionette,2965621,JavaScript,backbone.marionette,47,7158,100.0
622,Isolated React component development environment with a living style guide,styleguidist/react-styleguidist,42033086,JavaScript,react-styleguidist,93,7152,
623,Client/server side PDF printing in pure JavaScript,bpampuch/pdfmake,16107755,JavaScript,pdfmake,180,7143,
624,The lightweight library for manipulating and animating SVG,svgdotjs/svg.js,7178155,JavaScript,svg.js,34,7117,97.9872881355932
625,A library optimized for concise and principled data graphics and layouts.,metricsgraphics/metrics-graphics,19353482,JavaScript,metrics-graphics,147,7109,
626,"Input mask for React, Angular, Ember, Vue, & plain JavaScript",text-mask/text-mask,50213667,JavaScript,text-mask,230,7093,
627,the easiest way to use Google Maps,hpneo/gmaps,2536697,JavaScript,gmaps,56,7078,
628,":art: Color Pickers from Sketch, Photoshop, Chrome, Github, Twitter & more",casesandberg/react-color,40446628,JavaScript,react-color,53,7051,
629,React carousel component ,akiran/react-slick,26704639,JavaScript,react-slick,269,7049,
630,Let's learn a new technology every week. A new technology blog every Sunday in 2016.,shekhargulati/52-technologies-in-2016,48953775,JavaScript,52-technologies-in-2016,49,7041,
631,🏆 Swiper component for @vuejs,surmon-china/vue-awesome-swiper,70081812,JavaScript,vue-awesome-swiper,203,7019,
632,A toolchain for React component styling.,FormidableLabs/radium,29031987,JavaScript,radium,66,7009,95.3598484848485
633,"Simple, powerful online communities.",withspectrum/spectrum,62260083,JavaScript,spectrum,303,7003,
634,JavaScript library of crypto standards.,brix/crypto-js,9305860,JavaScript,crypto-js,110,6997,
635,vue2 + vue-router + vuex  入门项目,bailicangdu/vue2-happyfri,75890962,JavaScript,vue2-happyfri,6,6993,
636,⚡️Faster subsequent page-loads by prefetching in-viewport links during idle time,GoogleChromeLabs/quicklink,158873969,JavaScript,quicklink,27,6984,
637,Specification for interoperability of common algebraic structures in JavaScript,fantasyland/fantasy-land,9385519,JavaScript,fantasy-land,32,6965,
638,A React component for building Web forms from JSON Schema.,mozilla-services/react-jsonschema-form,48117679,JavaScript,react-jsonschema-form,273,6962,
639,📦🔐A lightweight private npm proxy registry,verdaccio/verdaccio,56333861,JavaScript,verdaccio,71,6961,
640,"Search over projects from Github, Bitbucket, Google Code, Codeplex, Sourceforge, Fedora Project, GitLab to find real-world usage variable names",unbug/codelf,47925804,JavaScript,codelf,10,6960,
641,A Node.js tool to automate end-to-end web testing.,DevExpress/testcafe,34262857,JavaScript,testcafe,364,6927,
642,WebRTC Web demos and samples,webrtc/samples,12970971,JavaScript,samples,41,6905,
643,A reusable charting library written in d3.js,novus/nvd3,6709682,JavaScript,nvd3,556,6901,
644,"🏎 Primitive to build simple, flexible, WAI-ARIA compliant enhanced input React components",downshift-js/downshift,98315735,JavaScript,downshift,35,6898,
645,JSX in Markdown for ambitious projects,mdx-js/mdx,115229134,JavaScript,mdx,25,6895,
646,"Tasks, boards & notes for the command-line habitat",klaussinani/taskbook,121204738,JavaScript,taskbook,70,6891,
647,JeeSite 是一个企业信息化开发基础平台，Java企业应用开源框架，Java EE（J2EE）快速开发框架，使用经典技术组合（Spring、Spring MVC、Apache Shiro、MyBatis、Bootstrap UI），包括核心模块如：组织机构、角色用户、权限授权、数据权限、内容管理、工作流等。,thinkgem/jeesite,7680774,JavaScript,jeesite,197,6882,
648,Responsive and slick progress bars ,kimmobrunfeldt/progressbar.js,24306221,JavaScript,progressbar.js,24,6869,
649,"Too young, too simple. Sometimes, naive & stupid 🐌",jawil/blog,82329147,JavaScript,blog,26,6857,
650,"Lightweight, robust, elegant syntax highlighting.",PrismJS/prism,4979467,JavaScript,prism,166,6852,
651,A habit tracker app which treats your goals like a Role Playing Game.,HabitRPG/habitica,4578898,JavaScript,habitica,325,6843,45.3655027391954
652,"HTML5 <audio> or <video> player with support for MP4, WebM, and MP3 as well as HLS, Dash, YouTube, Facebook, SoundCloud and others with a common HTML5 MediaElement API, enabling a consistent UI in all browsers.",mediaelement/mediaelement,802006,JavaScript,mediaelement,105,6838,74.4874715261959
653,API samples for the Universal Windows Platform.,microsoft/Windows-universal-samples,31791381,JavaScript,Windows-universal-samples,110,6827,
654,Swipe is the most accurate touch slider.,thebird/Swipe,1676966,JavaScript,Swipe,257,6817,
655,It's a new file uploader solution! ,fex-team/webuploader,11893084,JavaScript,webuploader,2292,6813,
656,The Pencil Project's unique mission is to build a free and opensource tool for making diagrams and GUI prototyping that everyone can use. ,evolus/pencil,20989983,JavaScript,pencil,353,6796,
657,Beautiful math in all browsers,mathjax/MathJax,847885,JavaScript,MathJax,387,6790,
658,网易云音乐第三方,trazyn/ieaseMusic,104079562,JavaScript,ieaseMusic,93,6784,
659,"Horizon is a realtime, open-source backend for JavaScript apps.",rethinkdb/horizon,45091124,JavaScript,horizon,228,6783,
660,Standard set of easy to use animations and declarative transitions for React Native,oblador/react-native-animatable,44462136,JavaScript,react-native-animatable,120,6775,
661,🖖油猴脚本 一个脚本搞定百度网盘下载,syhyz1990/baiduyun,126419421,JavaScript,baiduyun,13,6772,
662,"A set of higher-order components to turn any list into an animated, accessible and touch-friendly sortable list✌️",clauderic/react-sortable-hoc,60664534,JavaScript,react-sortable-hoc,121,6762,
663,"☢️  Run Android Apps in Chrome OS OR Chrome in OS X, Linux and Windows.",vladikoff/chromeos-apk,24120252,JavaScript,chromeos-apk,177,6732,
664,🌊 A flexible and fun JavaScript file upload library,pqina/filepond,106279637,JavaScript,filepond,14,6704,
665,"A mighty, modern style linter",stylelint/stylelint,27549019,JavaScript,stylelint,152,6695,96.3333333333333
666,"A simple, beautiful, and embeddable JavaScript Markdown editor. Delightful editing for beginners and experts alike. Features built-in autosaving and spell checking.",sparksuite/simplemde-markdown-editor,37743219,JavaScript,simplemde-markdown-editor,228,6694,
667,ECMAScript 5 compatibility shims for legacy (and modern) JavaScript engines,es-shims/es5-shim,914603,JavaScript,es5-shim,45,6687,
668,"A JSON-like data structure (a CRDT) that can be modified concurrently by different users, and merged again automatically.",automerge/automerge,88760614,JavaScript,automerge,27,6684,
669,jQuery Responsive Carousel.,OwlCarousel2/OwlCarousel2,18782726,JavaScript,OwlCarousel2,915,6684,
670,This is probably the best web presentation tool so far!,ksky521/nodeppt,4030574,JavaScript,nodeppt,15,6673,
671,"A component-based, event-driven JavaScript framework from Twitter",flightjs/flight,7922549,JavaScript,flight,9,6654,
672,A curated collection of common interview questions to help you prepare for your next interview.,30-seconds/30-seconds-of-interviews,128564293,JavaScript,30-seconds-of-interviews,3,6649,
673,"A refreshing JavaScript Datepicker — lightweight, no dependencies, modular CSS",Pikaday/Pikaday,6121126,JavaScript,Pikaday,276,6649,
674,A polyfill for ES6-style Promises,stefanpenner/es6-promise,15046172,JavaScript,es6-promise,22,6649,
675,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in C, C++, Go, Rust, and Fortran. Run gdbgui from the terminal and a new tab will open in your browser.",cs01/gdbgui,72066935,JavaScript,gdbgui,63,6643,
676,:octocat:Vue.js 源码解析,answershuto/learnVue,89577951,JavaScript,learnVue,9,6641,
677,"State so simple, it goes without saying",jamiebuilds/unstated,119693982,JavaScript,unstated,17,6638,
678,JavaScript library for HTML5 & CSS3 time sheets,sbstjn/timesheet.js,20167283,JavaScript,timesheet.js,22,6633,100.0
